0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.36037382,-0.10655904,0.38286787,-0.209962,0.15144482,0.054839164,-0.0031165183,-0.3817854,-0.08774491,-0.25878572,-0.32459575,0.1628854,0.30610242,-0.02062118,0.0060116947,-0.0057266653,0.3750221,-0.28732374,-0.16297917,0.1892587,-0.051728368,-0.07296279,0.091614604,-0.24385434,0.2929742,0.20766827,-0.23002873,0.018558413,0.028209388,0.27128178
0.36248735,-0.0981088,0.3846568,-0.21565394,0.14636147,0.043760687,-0.021749675,-0.38357198,-0.09013923,-0.26099223,-0.3216377,0.15958178,0.30885065,-0.041761547,-0.011399031,-0.02398619,0.37439772,-0.29014477,-0.16576162,0.18663576,-0.040766865,-0.075565696,0.084180236,-0.2456677,0.2954349,0.21009248,-0.23452322,0.003853768,0.050328493,0.2764077
0.35264727,-0.0588969,0.37145746,-0.21045773,0.113220066,-0.0033624172,-0.08362451,-0.3696408,-0.09095298,-0.25680098,-0.29759157,0.13143298,0.30269885,-0.1064865,-0.0701561,-0.08546853,0.36010647,-0.28480288,-0.16483483,0.15821159,0.0063830316,-0.07689728,0.04540187,-0.24218497,0.2899018,0.20801395,-0.2302776,-0.050219268,0.11822048,0.27202028
0.33697256,0.012068927,0.34747016,-0.2028083,0.05263117,-0.087957084,-0.19565016,-0.3436459,-0.09257131,-0.2543659,-0.25385684,0.0788565,0.29528186,-0.2213089,-0.17475298,-0.1967245,0.33710462,-0.27941862,-0.16628952,0.10531783,0.09109336,-0.078595966,-0.02479595,-0.24219395,0.28426147,0.20920774,-0.22071637,-0.1471209,0.24047539,0.2641986
0.43753195,-0.35782605,0.48387128,-0.25641683,0.3699674,0.34942582,0.3704766,-0.4881056,-0.08881162,-0.29383495,-0.48960978,0.35375637,0.3575156,0.36546466,0.36175117,0.36569372,0.4785376,-0.33240077,-0.17604831,0.38269025,-0.34669885,-0.07126788,0.34116256,-0.27257445,0.33890224,0.2275522,-0.27060905,0.35028335,-0.37619692,0.3157096
0.36015356,-0.0867638,0.38133806,-0.21422188,0.1369915,0.030491203,-0.039586157,-0.3800158,-0.090643734,-0.2601923,-0.31488693,0.15156385,0.3075053,-0.061133236,-0.02858445,-0.041644722,0.37084067,-0.2889962,-0.1658072,0.17871088,-0.02766022,-0.0761997,0.07327467,-0.24520154,0.29425517,0.20993623,-0.23345818,-0.011596054,0.070293546,0.2753271
0.14515045,0.60935664,0.10349467,-0.049630295,-0.4753582,-0.7947022,-1.0627267,-0.087960914,-0.07354881,-0.15309028,0.13230096,-0.37593365,0.15814316,-1.101091,-1.0018884,-1.0611473,0.092190035,-0.15549493,-0.1143256,-0.36513573,0.80135167,-0.067727864,-0.6290162,-0.15783624,0.15894715,0.14320579,-0.10474525,-0.93080425,1.1645973,0.13370793
0.5817451,-0.4627726,0.6384358,-0.3107817,0.49563402,0.43590346,0.40201354,-0.6434481,-0.114977054,-0.3986017,-0.63916004,0.49292904,0.48113802,0.38063,0.40360484,0.3988783,0.64057004,-0.44438466,-0.23720579,0.52153534,-0.43524686,-0.093931444,0.45284444,-0.38839883,0.45514607,0.32112408,-0.3230504,0.41117057,-0.38411796,0.40056527
0.31152594,-0.018892646,0.32578987,-0.1799207,0.06952885,-0.04832229,-0.12679246,-0.32298082,-0.089001186,-0.23182611,-0.2557069,0.08721924,0.26866037,-0.14316899,-0.11115551,-0.12911412,0.32032663,-0.25321975,-0.15135697,0.112006664,0.05242911,-0.07591413,0.0017523766,-0.21981004,0.25953877,0.1894064,-0.2030094,-0.09391332,0.15916678,0.24075079
0.33698827,-0.017713487,0.3523894,-0.20197724,0.07665458,-0.05278954,-0.14526522,-0.34982863,-0.090012915,-0.24808629,-0.26968002,0.09947616,0.29106924,-0.16872826,-0.12848258,-0.14693272,0.34083498,-0.27419907,-0.16059196,0.12535164,0.05610341,-0.07657643,0.0036043227,-0.23451905,0.2792606,0.20207688,-0.22178492,-0.10539302,0.18419039,0.2621019
0.4737102,-0.2771008,0.51249856,-0.26922452,0.32074708,0.23837861,0.18269956,-0.5144076,-0.105793156,-0.3322623,-0.47640997,0.3250779,0.3981991,0.15525797,0.18793842,0.18076691,0.5046164,-0.37056404,-0.20565356,0.35506564,-0.23704472,-0.08800635,0.26788795,-0.317217,0.3778789,0.267604,-0.2890373,0.20351836,-0.1548692,0.3474201
