0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.15116155,0.23559083,0.0435106,-0.20978741,0.5103227,0.49473044,-0.1854386,-0.15437736,-0.081955075,0.60153276,-0.43712896,0.41038963,0.20686944,0.3277163,0.1411596,-0.018588737,0.09584683,0.44726074,-0.6955996,-0.38755885,-0.30417997,-0.19216928,0.1959637,0.36518988,-0.08512501,-0.2502884,-0.20006683,-0.42645118,0.4124742,-0.23550324
2.9406776,-0.3239873,3.052147,0.18909396,-0.16289523,-0.9944631,1.4584777,1.2865162,-0.12617418,-2.3841405,1.8540615,-0.13930456,-1.7722048,-1.112996,-1.624079,0.5796191,-1.3629321,-1.1546602,1.4909607,-0.29420242,1.6867888,1.7609961,-1.6573638,-1.8685224,2.0562036,1.2170037,1.6687025,1.5775,-1.5432777,1.8718953
2.2618165,9.707296,4.0573907,-2.8681536,4.8671527,1.1781039,3.537217,-0.3211382,-0.45300388,13.874994,-8.548214,3.6163166,-3.3732853,-0.2090044,-3.2791905,1.6605814,-7.0397067,0.79128814,-13.486294,-5.324102,6.724509,6.3186493,-6.020944,-3.125753,-2.614318,0.94224524,-1.4596343,-0.1621922,-1.1792843,6.1572185
0.38484773,5.743748,1.443227,-1.659396,3.1072354,1.1759496,1.0835958,-0.8313881,-0.35326287,9.589964,-5.672769,2.1207404,-1.169063,0.45282766,-0.8925197,0.47551563,-3.2981882,1.0038493,-9.047176,-3.0606956,2.7856321,2.7018394,-2.519406,-0.84921235,-2.08062,-0.031391576,-1.4402199,-0.920606,0.08624582,2.5552616
0.8696388,6.530397,1.932733,-2.0202858,3.4669797,1.3691938,1.855534,-0.68476063,-0.29381233,9.858198,-6.142559,2.5545816,-1.6098255,0.40375158,-1.6169266,0.8550977,-4.1831756,1.1464504,-9.416728,-3.6413615,3.7120275,3.5061786,-3.368221,-1.2152349,-2.1869829,0.15568611,-1.3936892,-0.62750876,-0.01273571,3.327944
2.9406776,-0.3239873,3.052147,0.18909396,-0.16289523,-0.9944631,1.4584777,1.2865162,-0.12617418,-2.3841405,1.8540615,-0.13930456,-1.7722048,-1.112996,-1.624079,0.5796191,-1.3629321,-1.1546602,1.4909607,-0.29420242,1.6867888,1.7609961,-1.6573638,-1.8685224,2.0562036,1.2170037,1.6687025,1.5775,-1.5432777,1.8718953
0.5303606,0.834053,0.54632115,-0.10053012,0.4464999,0.24525246,0.35581923,0.085898094,0.16509365,1.9906929,-1.0747361,0.3281157,-0.32869545,0.00048804004,-0.37498924,0.26322258,-0.4200042,0.21250173,-1.9224724,-0.39865857,0.35048556,0.43334854,-0.37899783,-0.18493828,-0.03910671,0.12627181,-0.020135514,-0.15950768,0.00042496622,0.40775228
0.69842404,2.466697,1.2650218,-0.7356102,1.4723718,0.370694,0.66028434,-0.14897694,-0.275161,4.4514155,-2.471908,0.98119414,-0.78053325,0.01910247,-0.5807514,0.25207648,-1.7167269,0.2449348,-4.3089156,-1.4210302,1.5698358,1.5436239,-1.3910404,-0.723745,-0.6047743,0.13815613,-0.43362316,-0.35034382,-0.22123155,1.5124784
-0.06036188,1.3264527,-0.03585256,-0.29473335,0.7790729,0.6911556,0.09620593,-0.29766735,0.17858548,3.1899538,-1.891725,0.5694041,0.047432777,0.3793655,-0.064988226,0.17468937,-0.31055582,0.6761626,-2.879644,-0.61088383,0.07208186,0.15611348,-0.12900758,0.31346318,-0.64324176,-0.20549609,-0.5038129,-0.598262,0.496411,0.07417318
1.4580206,9.193208,3.0341444,-2.6518106,4.5560293,1.4253154,2.907886,-0.6725133,-0.29345566,13.701385,-8.462279,3.351545,-2.7038264,0.14323297,-2.6298835,1.3894237,-6.106944,1.122292,-13.095782,-4.8808045,5.655351,5.3333626,-5.087417,-2.3183827,-2.885398,0.5842493,-1.7313701,-0.5585189,-0.60391843,5.1380725
0.09915727,-0.6946148,-0.2225402,-0.1534891,0.5719642,0.9917198,-0.6806502,-0.3345096,-0.11354526,-1.6379981,0.83421695,0.4213744,0.85360396,0.8226026,0.5718591,-0.18616123,0.9720224,0.9310402,1.2352339,-0.333557,-1.4253345,-1.1949296,1.0788008,1.2332684,0.21700236,-0.6595979,-0.09444223,-0.38884497,1.0915847,-1.2690938
0.7396413,0.3575167,0.7469317,-0.35118952,0.80105656,0.59379923,0.059340533,-0.052485462,-0.2058618,0.40846187,-0.13843665,0.6096571,0.0625807,0.35010514,-0.12305701,0.049646396,-0.28244352,0.48843193,-0.6136931,-0.71089184,0.02917273,0.09863852,-0.11217045,0.24691796,0.20577803,-0.24096045,-0.0020549,-0.19451468,0.39321473,0.053941626
1.3563956,1.5187334,1.6126937,-0.53281003,0.87238413,0.057194367,1.1029496,0.34038436,-0.16298644,1.8162091,-1.1075985,0.74467343,-1.0596565,-0.3049736,-1.0711111,0.47900376,-1.6717892,-0.08161794,-2.0470293,-1.1069591,1.6921661,1.6536331,-1.568614,-0.9964833,0.15907854,0.47249955,0.22008345,0.30631816,-0.5131974,1.6375731
2.9406776,-0.3239873,3.052147,0.18909396,-0.16289523,-0.9944631,1.4584777,1.2865162,-0.12617418,-2.3841405,1.8540615,-0.13930456,-1.7722048,-1.112996,-1.624079,0.5796191,-1.3629321,-1.1546602,1.4909607,-0.29420242,1.6867888,1.7609961,-1.6573638,-1.8685224,2.0562036,1.2170037,1.6687025,1.5775,-1.5432777,1.8718953
