0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-1.8362439,1.7188241,3.1852999,-1.121916,-2.3071787,1.0437156,-2.5837085,-2.5525367,2.3712833,4.9736805,-1.057184,1.241699,-1.310896,-1.7384233,1.1391231,-1.3066227,-1.998472,0.29060936,-4.962779,3.0155382,1.8887057,2.0674722,-2.0050917,1.0116496,-0.97258085,1.0817369,-1.1541249,0.32553592,0.9152727,2.0558066
0.6965516,-0.9694802,-0.056607332,1.1718469,1.3405572,-1.2348831,0.5676826,0.47513878,0.5095498,-1.2154393,0.67077905,-1.2234151,1.296198,1.3927398,-1.1249784,1.3468138,1.8837464,-1.0896778,1.5455754,-0.064061314,-1.9940099,-1.8987501,1.9341724,-1.2937799,0.8930655,-1.2425996,0.8818311,0.4339203,-1.0810409,-2.0649745
0.25572306,0.5878905,0.75269544,0.3565404,0.6474309,0.14952897,-0.06693711,-0.088165924,0.71047044,3.2391396,-0.5393265,-0.099130675,0.26604646,-0.1062236,0.14056765,0.09019536,0.5941098,-0.16205072,-3.2817886,0.42301387,-0.776522,-0.4827487,0.64310193,-0.20093688,-0.40825877,-0.45370188,-0.39093292,-0.18982014,-0.40326375,-0.49648967
-0.37107518,0.08321804,0.8951745,-0.16287246,-0.32741788,-0.036851384,-0.5439867,-0.6077062,0.4978587,0.28290755,0.2622015,0.070971675,-0.09675157,-0.17482379,-0.0057643205,-0.029787727,-0.063406505,-0.13410276,-0.39804637,0.78795034,0.0025482625,0.07729614,-0.07121225,-0.0013340116,0.04445582,0.10386792,-0.021022268,0.2414122,0.108190134,-0.06226392
0.21436125,0.7874748,1.0621834,0.32693338,0.5228957,0.27995664,-0.2052701,-0.20487176,0.8716097,3.9062643,-0.66658604,0.0031432733,0.17446391,-0.27298507,0.27781135,-0.029338904,0.3876422,-0.1139816,-3.9766018,0.61713004,-0.576002,-0.21476635,0.43195394,-0.116206914,-0.5403045,-0.405921,-0.51060385,-0.17080739,-0.38977352,-0.17886996
0.6965516,-0.9694802,-0.056607332,1.1718469,1.3405572,-1.2348831,0.5676826,0.47513878,0.5095498,-1.2154393,0.67077905,-1.2234151,1.296198,1.3927398,-1.1249784,1.3468138,1.8837464,-1.0896778,1.5455754,-0.064061314,-1.9940099,-1.8987501,1.9341724,-1.2937799,0.8930655,-1.2425996,0.8818311,0.4339203,-1.0810409,-2.0649745
0.76948047,-0.3606398,0.20665413,1.2446543,1.133373,-0.82933575,0.32413894,0.2753598,0.7558874,1.6000155,-0.24472761,-0.97951424,1.140774,1.0359844,-0.72623545,1.0759057,1.6540585,-0.8667431,-1.2213376,0.12734465,-1.7952049,-1.5473626,1.7260667,-1.0944426,0.43803543,-1.282757,0.48209447,-0.0025835037,-1.1819605,-1.5891588
-1.5087032,2.5477402,1.424637,-1.6086378,-1.530625,1.754247,-1.6900083,-1.7214006,1.523787,6.0914774,-2.5740955,1.8569969,-1.7718915,-2.1596582,1.8773146,-1.8903344,-1.9479091,1.1827316,-5.8256826,1.7645656,1.541587,1.9331597,-1.774469,1.5835779,-1.8679451,1.5512042,-1.9485556,-0.8866381,1.4153181,1.7653253
0.78238076,0.07120082,0.30623195,1.3074483,1.1450653,-0.59673977,0.23546742,0.18672515,0.92490554,3.2146575,-0.7219815,-0.86792094,1.0795965,0.8766509,-0.50160617,0.9571258,1.6372061,-0.7362505,-2.7444186,0.20044185,-1.8847146,-1.5684972,1.7467306,-1.0294557,0.11406604,-1.3138113,0.19448954,-0.20894891,-1.253873,-1.582363
0.7569778,-0.03449966,0.6197997,1.1022115,1.3922434,-0.49548042,0.38954264,0.34072447,0.7519721,2.507716,0.055197,-0.82352304,1.0013795,0.7575392,-0.48799774,0.8862597,1.6041453,-0.67625123,-2.4689534,0.11790131,-1.7975991,-1.5292737,1.6368423,-0.91958565,0.0738663,-1.1739833,0.122410975,0.124111444,-1.0676572,-1.5567069
