0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-0.8933889,-1.1862559,1.00089,0.6534586,-0.70790946,-0.7080498,-1.0004972,-0.88826597,1.037322,0.041231573,-0.40938473,-1.1704359,0.75611246,-0.7202738,-1.0814923,-1.0730178,-0.7161861,-1.0575593,-1.0200324,0.8993235,-0.7873965,0.91088617,0.055735797,-0.76671976,-0.89430606,-0.7767786,-0.3791999,-0.7074258,-0.833213,1.0047722
-0.34542343,-0.30231923,0.22471747,0.16383773,-0.33460462,-0.5210114,-0.31932956,-0.22940068,0.17846584,0.50933707,-0.46793798,-0.26800525,0.2283676,-0.2924826,-0.20169474,-0.17436059,-0.32198596,-0.36254245,-0.3809051,0.35285765,-0.25360447,0.5042485,0.52549565,-0.18462056,-0.37763166,-0.20354997,-0.26925915,-0.39230886,-0.3735067,0.3125468
-0.5453901,-0.5825599,0.6453906,0.19701481,-0.32982025,-0.30147853,-0.5203565,-0.2847422,0.6610991,-0.040747136,-0.2606526,-0.65689313,0.30704933,-0.17745435,-0.5652231,-0.5412406,-0.24411759,-0.43609482,-0.4928507,0.447735,-0.40321848,0.4385294,-0.013985783,-0.12126657,-0.43498558,-0.46372473,-0.18627477,-0.3388808,-0.37060085,0.508299
-0.98078895,-1.2148776,1.4914557,0.433151,-0.48768634,-0.5923984,-0.90298796,-0.46164167,1.5913129,-0.8539487,0.17167291,-1.6184735,0.35899442,-0.1821964,-1.3762939,-1.1338603,-0.28719124,-0.8524592,-0.58328426,0.67104936,-0.5982306,0.78578436,-0.53807473,-0.52165365,-0.7099824,-0.71083677,0.09653857,-0.30001235,-0.5790005,1.135177
-0.20661916,-0.1174878,-0.20966133,-0.1828047,-0.13563737,0.11188325,-0.0155802965,0.0643425,-0.17723411,0.6337136,-0.5362447,0.08406159,-0.117663085,-0.0069907606,0.03841403,0.14246336,0.051503688,0.079235494,-0.18249065,0.014896929,0.04976687,-0.1132333,0.32269245,0.2900704,-0.15621388,-0.21778765,-0.2736735,-0.2759954,0.077387094,-0.15850866
-0.46724105,-0.35466138,0.5431498,-0.39857146,0.2232933,0.35029614,-0.23741037,0.2488001,0.6841489,-0.31924486,0.034243643,-0.6752306,-0.40769577,0.37770572,-0.52202743,-0.30944702,0.46387807,0.007259965,0.08384979,-0.11458102,0.1966134,-0.03704053,-0.3484032,0.21000648,-0.17239615,-0.3480061,0.16326362,0.06727946,0.1173183,0.12357941
-0.37408325,-0.3151152,0.41506708,-0.094712734,-0.034117818,0.057572037,-0.2682039,0.037586182,0.47633952,-0.046474755,-0.1315406,-0.47844297,-0.10103524,0.07135227,-0.41286296,-0.282486,0.08810985,-0.059858814,-0.13402055,0.028133452,-0.006566912,0.13913985,-0.07317817,-0.01580602,-0.21866244,-0.28981176,-0.005096704,-0.11685288,-0.051041305,0.19227803
-0.6711817,-0.5102834,0.5337608,-0.09534621,-0.17198479,-0.06194073,-0.42093962,-0.12282431,0.661178,-0.101343155,-0.14882801,-0.7978607,-0.123752534,0.1582157,-0.7029312,-0.39509878,0.0967007,-0.33399045,-0.24197742,0.29403275,-0.20489144,0.25130913,-0.11779508,0.055345476,-0.39154023,-0.5087233,-0.038282424,-0.20411527,-0.088057846,0.33112824
-0.41367346,-0.24173692,0.3824411,-0.6572802,0.404764,0.62824565,-0.14523849,0.48172128,0.5523679,-0.31372195,0.058980495,-0.54918027,-0.60043937,0.5885556,-0.43414745,-0.15238346,0.70174885,0.25357574,0.22575688,-0.37387317,0.3961072,-0.2678556,-0.45699927,0.45278525,-0.08484201,-0.3178624,0.2660661,0.16770607,0.30993673,-0.06402847
-0.39705765,-0.38226128,0.49003893,0.08704102,-0.14692879,-0.12342693,-0.34121335,-0.08790597,0.533575,-0.046515286,-0.13262305,-0.5191811,0.10265209,-0.076292455,-0.4414558,-0.37849534,-0.053683862,-0.24816293,-0.19297539,0.17608684,-0.17432466,0.24153343,-0.020566165,-0.15144178,-0.28926358,-0.32227668,-0.09352788,-0.17061983,-0.20915821,0.31697652
